gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,is_new_customer,is_loyal_customer,tenure_group,avg_monthly_charge,high_monthly_charge,total_services,has_protection,has_support,is_monthly_contract,automatic_payment,risky_payment,family_size,senior_with_family,tenure_contract_interaction,charges_per_service
Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.4,4149.45,0,1,4+yr,81.36176470588235,1,3,0,0,1,1,0,0,0,0,27.8
Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,370.5,0,0,1-2yr,20.583333333333332,0,1,0,0,0,0,0,1,0,36,20.1
Female,0,No,No,16,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,38.9,664.4,0,0,1-2yr,41.525,0,2,1,0,1,0,1,0,0,0,19.45
Female,0,No,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.15,3946.9,0,0,2-4yr,116.08529411764707,1,8,1,1,0,1,0,1,0,68,14.51875
Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),80.05,1345.65,0,0,1-2yr,79.15588235294118,1,3,0,1,1,1,0,0,0,0,26.683333333333334
Male,0,Yes,Yes,31,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,59.95,1848.8,0,0,2-4yr,59.63870967741936,0,5,1,1,0,0,1,2,0,31,11.99
Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),92.2,2568.15,0,0,2-4yr,91.71964285714286,1,4,0,0,0,1,0,2,0,28,23.05
Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.55,4779.45,0,1,4+yr,90.17830188679245,1,4,1,1,1,0,1,2,0,0,23.1375
Female,0,No,No,60,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,64.75,4039.5,0,1,4+yr,67.325,0,5,1,1,0,0,1,0,0,60,12.95
Male,0,Yes,Yes,23,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),48.35,1067.15,0,0,1-2yr,46.39782608695653,0,2,0,0,0,1,0,2,0,23,24.175
Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),107.2,7317.1,0,1,4+yr,106.0449275362319,1,7,1,1,0,1,0,1,0,69,15.314285714285715
Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.75,499.4,0,0,2-4yr,19.976,0,1,0,0,0,0,0,0,0,50,20.75
Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.7,4920.55,0,1,4+yr,100.41938775510205,1,5,1,0,1,0,1,0,0,0,19.740000000000002
Male,1,No,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.8,5617.75,0,1,4+yr,102.14090909090909,1,5,1,0,1,0,1,0,0,0,19.759999999999998
Female,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.35,1375.15,0,0,1-2yr,85.946875,1,3,0,0,1,1,0,1,1,0,28.45
Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.0,5757.2,0,1,4+yr,92.85806451612903,1,4,0,0,0,1,0,0,0,62,23.5
Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,0,1,4+yr,93.71724137931035,1,5,1,0,1,1,0,2,0,0,18.68
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,1346.2,0,1,4+yr,19.51014492753623,0,1,0,0,0,0,0,2,0,138,19.4
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.2,76.2,1,0,0-1yr,76.2,1,2,0,1,1,0,1,1,0,0,38.1
Female,0,No,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.15,1439.35,0,0,2-4yr,53.30925925925926,0,3,1,1,1,0,0,0,0,0,18.716666666666665
Male,1,No,No,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),81.35,4060.9,0,1,4+yr,82.87551020408164,1,7,1,1,0,1,0,0,0,98,11.62142857142857
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.45,85.45,1,0,0-1yr,85.45,1,3,0,1,1,0,1,0,0,0,28.483333333333334
Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.8,1600.95,0,1,4+yr,24.63,0,2,0,0,0,1,0,0,0,65,12.4
Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,3994.45,0,0,2-4yr,102.42179487179487,1,6,1,1,1,0,1,0,0,0,17.241666666666667
Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),86.1,3551.65,0,0,2-4yr,82.59651162790698,1,4,1,1,1,1,0,1,0,0,21.525
Female,0,Yes,No,20,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.45,482.8,0,0,1-2yr,24.14,0,0,0,0,1,0,1,1,0,0,24.45
Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.05,999.8,1,0,0-1yr,83.31666666666666,1,3,1,0,1,1,0,1,0,0,28.349999999999998
Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,100.9,1,0,0-1yr,16.816666666666666,0,1,0,0,1,0,0,1,0,0,19.65
Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.5,1821.8,0,1,4+yr,26.791176470588233,0,2,0,0,0,1,0,0,0,136,12.75
Female,0,Yes,No,47,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),66.05,3021.45,0,0,2-4yr,64.28617021276595,0,4,1,1,0,1,0,1,0,47,16.5125
Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.55,7159.05,0,1,4+yr,115.46854838709677,1,8,1,1,0,1,0,2,0,124,14.44375
Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,5669.5,0,1,4+yr,101.24107142857143,1,5,0,1,1,0,1,1,0,0,19.740000000000002
Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,307.0,0,0,1-2yr,18.058823529411764,0,1,0,0,0,0,0,1,0,17,19.35
Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.05,2835.9,0,0,2-4yr,81.02571428571429,1,3,0,1,1,1,0,0,0,0,26.683333333333334
Female,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,79.2,172.85,1,0,0-1yr,86.425,1,3,0,1,1,0,1,1,1,0,26.400000000000002
Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,35.0,35.0,1,0,0-1yr,35.0,0,1,0,0,1,0,1,1,0,0,35.0
Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),103.25,5037.55,0,0,2-4yr,104.94895833333334,1,6,1,0,0,1,0,2,0,48,17.208333333333332
Female,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.3,4192.15,0,0,2-4yr,93.15888888888888,1,4,0,1,1,1,0,0,0,0,22.325
Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.15,6237.05,0,1,4+yr,89.10071428571429,1,8,1,1,0,1,0,2,0,140,11.26875
Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.45,2435.15,0,0,2-4yr,78.55322580645162,1,3,1,1,1,0,1,0,0,0,26.150000000000002
Male,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,1510.5,0,1,4+yr,25.60169491525424,0,2,0,0,0,0,0,0,0,118,12.5
Male,1,Yes,Yes,47,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),84.95,4018.05,0,0,2-4yr,85.4904255319149,1,3,1,0,0,1,0,2,1,47,28.316666666666666
Male,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.95,613.95,0,0,2-4yr,19.1859375,0,1,0,0,0,0,0,2,0,64,18.95
Male,0,No,No,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,70.6,2708.2,0,0,2-4yr,71.26842105263158,1,5,1,1,0,0,0,0,0,38,14.12
Female,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.25,4949.1,0,1,4+yr,83.88305084745764,1,4,1,1,1,0,1,0,0,0,20.8125
Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.5,2673.45,0,0,2-4yr,99.01666666666667,1,5,0,1,0,1,0,0,0,27,20.1
Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.3,5610.15,0,1,4+yr,96.72672413793103,1,5,1,1,0,0,1,1,0,58,18.86
Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,111.3,7985.9,0,1,4+yr,112.47746478873239,1,8,1,1,0,0,0,0,0,142,13.9125
Female,1,No,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.45,2401.05,0,0,2-4yr,88.92777777777779,1,4,1,1,1,1,0,0,0,0,21.6125
Male,1,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.15,6792.45,0,1,4+yr,104.49923076923076,1,6,1,1,0,1,0,1,1,65,17.191666666666666
Male,0,No,No,48,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),70.95,3629.2,0,0,2-4yr,75.60833333333333,1,5,1,1,0,1,0,0,0,48,14.190000000000001
Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.6,2244.95,0,0,2-4yr,80.17678571428571,1,2,0,0,1,0,1,0,0,0,40.3
Female,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.7,465.85,0,0,1-2yr,24.51842105263158,0,2,0,0,1,1,0,0,0,0,12.35
Female,0,Yes,Yes,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,75.8,4415.75,0,1,4+yr,76.13362068965517,1,6,1,1,0,0,0,2,0,116,12.633333333333333
Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.3,5200.8,0,1,4+yr,98.12830188679246,1,5,1,1,0,0,0,0,0,53,20.06
Female,1,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.55,3640.45,0,0,2-4yr,91.01124999999999,1,4,0,0,1,1,0,2,1,0,23.6375
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,19.25,1,0,0-1yr,19.25,0,1,0,0,1,0,0,1,0,0,19.25
Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,4036.85,0,0,2-4yr,100.92125,1,6,1,1,1,1,0,0,0,0,17.416666666666668
Male,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,1538.6,0,1,4+yr,25.22295081967213,0,2,0,0,0,1,0,1,0,122,12.725
Male,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.85,7491.75,0,1,4+yr,113.51136363636364,1,7,1,1,0,0,1,1,1,66,15.835714285714285
Male,0,No,Yes,40,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,40.25,1564.05,0,0,2-4yr,39.10125,0,3,1,1,0,0,0,1,0,40,13.416666666666666
Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,1566.75,0,0,1-2yr,104.45,1,5,1,0,1,0,1,0,0,0,19.94
Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1686.15,0,1,4+yr,24.796323529411765,0,2,0,0,0,0,0,2,0,136,12.875
Male,1,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.45,950.2,1,0,0-1yr,79.18333333333334,1,2,0,0,1,0,1,1,1,0,40.225
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.4,19.4,1,0,0-1yr,19.4,0,1,0,0,1,1,0,0,0,0,19.4
Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.5,162.15,1,0,0-1yr,20.26875,0,1,0,0,0,0,0,2,0,16,19.5
Female,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.8,2971.7,0,0,2-4yr,74.29249999999999,1,2,1,0,1,1,0,0,0,0,37.4
Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),102.65,7550.3,0,1,4+yr,104.86527777777778,1,6,1,1,0,1,0,1,1,144,17.108333333333334
Female,0,No,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.9,651.4,1,0,0-1yr,72.37777777777778,1,5,0,1,1,0,0,1,0,0,14.580000000000002
Female,0,No,No,15,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,58.95,955.15,0,0,1-2yr,63.67666666666666,0,4,1,1,1,0,1,0,0,0,14.7375
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,1,0,0-1yr,19.45,0,1,0,0,1,0,1,0,0,0,19.45
Female,0,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.35,2757.85,0,0,2-4yr,83.57121212121211,1,3,0,0,1,0,1,0,0,0,27.78333333333333
Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,756.4,0,0,2-4yr,19.905263157894737,0,1,0,0,0,0,0,2,0,76,19.95
Female,0,No,No,55,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,64.75,3617.1,0,1,4+yr,65.76545454545455,0,4,1,1,0,0,0,0,0,110,16.1875
Female,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.4,5071.9,0,1,4+yr,78.02923076923076,1,6,1,1,0,1,0,2,0,130,13.233333333333334
Female,0,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.7,235.05,1,0,0-1yr,58.7625,0,3,1,0,1,0,0,1,0,0,18.233333333333334
Female,0,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.0,4532.3,0,0,2-4yr,105.40232558139536,1,6,1,1,0,1,0,1,0,43,17.666666666666668
Female,0,No,No,18,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,35.2,607.3,0,0,1-2yr,33.73888888888889,0,2,0,1,1,0,1,0,0,0,17.6
Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,93.55,1,0,0-1yr,93.55,1,4,0,0,1,0,1,0,0,0,23.3875
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.9,18.9,1,0,0-1yr,18.9,0,1,0,0,1,0,0,0,0,0,18.9
Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,208.85,1,0,0-1yr,69.61666666666666,1,1,0,0,1,0,1,1,0,0,70.3
Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.65,875.55,0,0,2-4yr,21.35487804878049,0,1,0,0,0,1,0,1,0,82,20.65
Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.45,1422.1,0,0,1-2yr,88.88125,1,4,0,1,1,0,1,0,0,0,22.1125
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.2,384.25,1,0,0-1yr,76.85,1,2,0,0,1,0,1,0,0,0,40.1
Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.35,5794.45,0,1,4+yr,103.47232142857142,1,6,1,1,1,0,0,0,0,0,17.558333333333334
Female,1,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.7,734.6,0,0,2-4yr,26.235714285714288,0,2,0,0,1,0,0,1,1,0,12.85
Female,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1102.4,0,1,4+yr,20.414814814814818,0,1,0,0,0,1,0,1,0,108,20.05
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,19.5,1,0,0-1yr,19.5,0,1,0,0,1,0,0,0,0,0,19.5
Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.3,4586.15,0,0,2-4yr,109.19404761904761,1,6,0,1,0,0,1,1,0,42,18.05
Male,0,No,No,66,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6844.5,0,1,4+yr,103.70454545454545,1,6,1,1,0,1,0,0,0,132,17.608333333333334
Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.0,613.4,1,0,0-1yr,76.675,1,3,0,0,1,0,1,1,1,0,28.0
Female,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.55,372.45,0,0,1-2yr,26.603571428571428,0,2,0,0,1,0,0,2,0,0,12.775
Female,0,No,No,43,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.05,2076.2,0,0,2-4yr,48.283720930232555,0,3,0,1,1,1,0,0,0,0,16.349999999999998
Female,0,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,3370.2,0,1,4+yr,48.145714285714284,0,4,1,1,0,1,0,1,0,140,12.4625
Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.3,2823.0,0,0,2-4yr,91.06451612903226,1,5,1,1,1,0,1,2,0,0,17.86
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.9,8071.05,0,1,4+yr,112.09791666666666,1,7,1,1,0,1,0,1,0,144,15.985714285714286
Female,0,No,Yes,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),67.65,2339.3,0,0,2-4yr,68.8029411764706,0,5,1,1,0,1,0,1,0,68,13.530000000000001
Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,344.5,0,0,1-2yr,18.13157894736842,0,1,0,0,0,0,0,2,0,19,19.8
Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,5769.75,0,1,4+yr,108.86320754716981,1,6,1,1,0,1,0,1,0,53,17.683333333333334
Female,0,Yes,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,40.3,92.5,1,0,0-1yr,30.833333333333332,0,2,1,0,1,0,0,2,0,0,20.15
Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.8,973.45,0,0,1-2yr,74.88076923076923,1,3,1,1,1,0,1,0,0,0,26.599999999999998
Male,0,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.4,1712.9,0,0,1-2yr,71.37083333333334,1,5,1,1,0,1,0,1,0,24,14.88
Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.85,372.45,1,0,0-1yr,93.1125,1,4,0,1,1,0,1,0,0,0,22.2125
Female,1,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.5,2665.0,0,0,2-4yr,83.28125,1,2,0,0,1,0,1,0,0,0,39.75
Female,0,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.3,1630.4,0,0,2-4yr,41.805128205128206,0,3,1,1,0,1,0,0,0,39,13.433333333333332
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.75,7758.9,0,1,4+yr,107.76249999999999,1,7,1,1,0,1,0,1,0,144,15.678571428571429
Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6396.45,0,1,4+yr,106.6075,1,6,1,1,1,0,1,0,0,0,17.650000000000002
Female,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.45,84.2,1,0,0-1yr,21.05,0,2,0,0,1,0,0,1,0,0,12.725
Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1777.6,0,1,4+yr,24.688888888888886,0,2,0,0,0,1,0,0,0,144,12.375
Female,0,Yes,No,9,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.75,442.2,1,0,0-1yr,49.13333333333333,0,3,0,1,1,0,1,1,0,0,16.25
Female,0,No,No,29,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.5,1082.75,0,0,2-4yr,37.33620689655172,0,3,1,1,0,1,0,0,0,29,13.166666666666666
Male,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.75,424.5,0,0,1-2yr,23.583333333333332,0,2,0,0,0,0,0,0,0,18,11.875
Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.55,6448.85,0,1,4+yr,89.56736111111111,1,8,1,1,0,1,0,2,1,144,11.19375
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,42.7,1,0,0-1yr,21.35,0,1,0,0,1,0,0,0,0,0,20.05
Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,109.6,7854.15,0,1,4+yr,110.6218309859155,1,7,1,1,0,0,1,1,0,71,15.657142857142857
Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.55,161.15,1,0,0-1yr,20.14375,0,1,0,0,1,1,0,1,0,0,19.55
Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,0,1,4+yr,89.24513888888889,1,8,1,1,0,1,0,2,1,144,11.00625
Male,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),70.85,4973.4,0,1,4+yr,70.04788732394366,1,5,1,1,0,1,0,2,0,142,14.169999999999998
Male,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.05,4510.8,0,0,2-4yr,102.51818181818182,1,6,1,1,0,0,1,0,0,44,17.675
Male,0,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,1160.45,0,0,2-4yr,24.690425531914894,0,2,0,0,0,0,0,2,0,94,12.275
Female,1,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),110.5,2857.6,0,0,2-4yr,105.83703703703704,1,7,1,1,0,1,0,0,0,27,15.785714285714286
Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.75,49.75,1,0,0-1yr,49.75,0,2,1,0,1,0,1,0,0,0,24.875
